,startTime,turnTime,endTime,duration,residue_diff,residue_fit,theta_phi,VHT,reduced_residue,topTurn,r,k,MA
0,2023-02-20 03:34:25,2023-02-20 03:34:52,2023-02-20 03:35:28,15,0.15693,0.18009,"(70, 100)","(-350.45681, 39.88841, -7.17022)",,True,-0.9952,-0.7068,0.7128351985883036
1,2023-02-20 03:35:37,2023-02-20 03:45:04,2023-02-20 03:47:55,165,0.107,0.17321,"(70, 80)","(-348.06732, 34.10195, -8.99148)",,True,-0.9917,-0.5885,0.594102443402011
2,2023-02-20 03:52:57,2023-02-20 03:53:28,2023-02-20 03:53:42,11,0.17395,0.19972,"(70, 240)","(-350.62796, 37.37646, -7.27676)",,True,-0.9775,-0.4987,0.5120455855774972
3,2023-02-20 04:20:51,2023-02-20 04:22:34,2023-02-20 04:24:09,45,0.12277,0.19841,"(70, 260)","(-352.45639, 31.14795, -7.68132)",,True,-0.9467,-0.5383,0.5152393329728437
4,2023-02-20 04:24:54,2023-02-20 04:25:12,2023-02-20 04:25:39,11,0.17747,0.1779,"(80, 180)","(-357.61805, 31.37084, -1.58941)",,True,-0.758,-0.1782,0.19074590893187485
5,2023-02-20 04:27:36,2023-02-20 04:28:07,2023-02-20 04:28:30,13,0.12345,0.15843,"(50, 300)","(-352.77989, 35.36943, -11.75918)",,True,-0.9836,-0.4678,0.47538345547556204
6,2023-02-20 04:29:06,2023-02-20 04:29:46,2023-02-20 04:30:04,14,0.11389,0.19238,"(50, 240)","(-354.24001, 33.04253, -8.47683)",,True,-0.9612,-0.395,0.40286224248043995
7,2023-02-20 04:32:55,2023-02-20 04:35:55,2023-02-20 04:41:06,110,0.12014,0.18841,"(60, 280)","(-354.42454, 31.17352, -7.02441)",,True,-0.9586,-0.4707,0.47555950086083704
8,2023-02-20 04:41:19,2023-02-20 04:41:33,2023-02-20 04:42:00,10,0.13684,0.13671,"(50, 300)","(-354.13125, 28.03885, -6.80742)",,True,-0.9714,-0.3961,0.39865384628148837
9,2023-02-20 04:47:33,2023-02-20 04:57:00,2023-02-20 05:10:25,306,0.1123,0.15547,"(80, 280)","(-351.74489, 26.34107, -4.59315)",,True,-0.9529,-0.3674,0.37083264201136784
10,2023-02-20 05:47:01,2023-02-20 05:52:16,2023-02-20 06:12:36,342,0.10272,0.13615,"(60, 240)","(-350.1888, 28.74252, -2.12889)",,True,-0.9141,-0.3187,0.33145421301503053
11,2023-02-20 06:34:16,2023-02-20 06:36:00,2023-02-20 06:36:49,35,0.14863,0.19704,"(80, 300)","(-352.21808, 45.41301, -4.80327)",,True,-0.9913,-0.637,0.6447741507931755
12,2023-02-20 06:42:09,2023-02-20 06:45:22,2023-02-20 06:54:09,161,0.11934,0.1804,"(60, 40)","(-351.83931, 44.16022, -6.45112)",,True,-0.995,-0.6723,0.6754150608969193
13,2023-02-20 07:17:10,2023-02-20 07:21:49,2023-02-20 07:26:01,119,0.09271,0.14001,"(40, 240)","(-348.95615, 31.71345, -7.05928)",,True,-0.9707,-0.3439,0.35198084624291814
14,2023-02-20 07:27:45,2023-02-20 07:29:01,2023-02-20 07:30:31,38,0.10397,0.16819,"(70, 260)","(-343.93514, 40.32346, -9.40796)",,True,-0.9906,-0.6038,0.6101708472484645
15,2023-02-20 07:30:36,2023-02-20 07:30:58,2023-02-20 07:32:37,28,0.11597,0.18403,"(80, 200)","(-345.54789, 40.01001, -9.95546)",,True,-0.9783,-0.5382,0.5393014907033229
16,2023-02-20 07:38:33,2023-02-20 07:38:51,2023-02-20 07:39:22,12,0.16777,0.19528,"(60, 240)","(-339.41807, 45.06799, -18.37282)",,True,-0.9948,-0.705,0.7081506959284514
17,2023-02-20 07:43:07,2023-02-20 07:48:09,2023-02-20 07:49:34,87,0.11459,0.18201,"(80, 200)","(-343.07949, 41.667, -13.22666)",,True,-0.9788,-0.5579,0.5526560173492662
18,2023-02-20 07:51:18,2023-02-20 07:51:45,2023-02-20 07:52:25,16,0.11714,0.19378,"(60, 300)","(-338.32413, 51.89316, -17.2587)",,True,-0.9966,-0.7879,0.7921470793689857
19,2023-02-20 07:56:46,2023-02-20 07:57:00,2023-02-20 07:57:27,10,0.11392,0.155,"(80, 320)","(-344.36109, 37.88458, -5.35454)",,True,-0.9926,-0.5028,0.5076411369723528
20,2023-02-20 07:58:21,2023-02-20 07:58:34,2023-02-20 07:59:01,10,0.13371,0.16504,"(80, 240)","(-351.60567, 23.76377, -2.66385)",,True,-0.9417,-0.2085,0.20955596498464527
21,2023-02-20 07:59:46,2023-02-20 08:00:18,2023-02-20 08:00:36,12,0.18252,0.15108,"(70, 280)","(-347.29385, 32.66724, -7.59426)",,True,-0.9797,-0.3471,0.35138289627126634
22,2023-02-20 08:01:16,2023-02-20 08:06:40,2023-02-20 08:09:27,110,0.11947,0.17819,"(80, 240)","(-347.8407, 32.391, -7.83662)",,True,-0.9323,-0.3239,0.33132879632432566
23,2023-02-20 08:12:00,2023-02-20 08:24:13,2023-02-20 08:36:36,329,0.09439,0.14272,"(80, 220)","(-350.67694, 32.80619, -9.13865)",,True,-0.9067,-0.4054,0.41533468598526646
24,2023-02-20 08:37:57,2023-02-20 08:41:37,2023-02-20 08:50:24,167,0.11654,0.19706,"(70, 100)","(-354.4877, 27.31933, -8.19334)",,True,-0.904,-0.2769,0.28783250576635955
