,startTime,turnTime,endTime,duration,residue_diff,residue_fit,theta_phi,VHT,reduced_residue,topTurn,r,k,MA
26,2015-11-13 07:14:24,2015-11-13 07:16:16,2015-11-13 07:18:27,55,0.14638,0.17202,"(20, 60)","(-38.65178, 44.67559, 10.08181)",,True,0.601,0.1975,0.5427328628296828
27,2015-11-13 07:49:21,2015-11-13 07:51:18,2015-11-13 07:53:01,50,0.0921,0.15382,"(10, 320)","(-31.56841, 49.36475, -19.6022)",,True,0.0099,0.0039,0.378298839562436
28,2015-11-13 07:56:19,2015-11-13 07:58:34,2015-11-13 08:00:58,63,0.14682,0.1984,"(40, 120)","(-31.69093, 41.02554, -17.00477)",,True,0.3649,0.0903,0.35905844510945983
29,2015-11-13 08:02:46,2015-11-13 08:03:18,2015-11-13 08:04:12,20,0.16695,0.15458,"(40, 340)","(-63.46968, 37.709, -15.47714)",,True,-0.5067,-0.2128,0.40871669478868683
30,2015-11-13 08:08:01,2015-11-13 08:08:19,2015-11-13 08:08:42,10,0.1052,0.13645,"(20, 80)","(-58.79699, 52.62528, -9.36434)",,True,0.0266,0.0086,0.2890395608816201
31,2015-11-13 08:08:51,2015-11-13 08:09:40,2015-11-13 08:10:12,19,0.09347,0.16134,"(20, 20)","(-48.29039, 45.28304, -17.93476)",,True,-0.6057,-0.1761,0.31927623987810183
32,2015-11-13 08:15:40,2015-11-13 08:15:58,2015-11-13 08:16:21,10,0.14816,0.17699,"(40, 0)","(-56.28211, 42.02174, -1.3663)",,True,0.002,0.0003,0.15758784532761336
33,2015-11-13 08:19:34,2015-11-13 08:20:10,2015-11-13 08:21:04,21,0.1488,0.17728,"(30, 100)","(-35.81938, 26.13027, -3.60629)",,True,-0.1982,-0.0444,0.16417225423068027
34,2015-11-13 08:23:37,2015-11-13 08:25:21,2015-11-13 08:26:42,42,0.11724,0.17133,"(50, 120)","(-61.75762, 51.12237, -1.13478)",,True,0.0241,0.005,0.14788219506536607
35,2015-11-13 08:31:52,2015-11-13 08:43:03,2015-11-13 08:50:24,248,0.10127,0.13647,"(60, 340)","(-66.07602, 37.27265, -13.20997)",,True,-0.6392,-0.1656,0.2726885965543982
36,2015-11-13 08:52:48,2015-11-13 08:53:06,2015-11-13 08:53:33,11,0.10477,0.11445,"(20, 120)","(-77.38761, 38.03327, 21.42759)",,True,0.5343,0.1131,0.16535431796495048
37,2015-11-13 08:54:49,2015-11-13 08:55:21,2015-11-13 08:55:48,14,0.1282,0.14872,"(60, 120)","(-70.97896, 47.47364, -3.87608)",,True,0.0724,0.0239,0.22400337560251482
38,2015-11-13 09:00:58,2015-11-13 09:01:39,2015-11-13 09:01:48,12,0.14171,0.16957,"(40, 40)","(-98.16362, 35.787, -2.11048)",,True,-0.4718,-0.0743,0.1588177222692125
39,2015-11-13 09:03:04,2015-11-13 09:03:31,2015-11-13 09:03:49,11,0.13333,0.16898,"(40, 180)","(-107.02595, 43.93526, -7.46002)",,True,-0.4557,-0.1016,0.15662085878836804
40,2015-11-13 09:13:57,2015-11-13 09:17:24,2015-11-13 09:21:18,99,0.1474,0.18368,"(50, 0)","(-99.88928, 40.16146, -0.65731)",,True,-0.4391,-0.1442,0.329840816354898
41,2015-11-13 09:36:13,2015-11-13 09:40:16,2015-11-13 09:41:28,71,0.19709,0.19025,"(50, 120)","(-96.47174, 37.14758, -2.85862)",,True,-0.4595,-0.1867,0.30848233440290695
42,2015-11-13 09:42:31,2015-11-13 09:42:54,2015-11-13 09:43:16,11,0.17123,0.19073,"(20, 160)","(-124.30269, 40.37294, 23.31995)",,True,0.5395,0.2462,0.3533075279919893
43,2015-11-13 09:55:07,2015-11-13 09:55:25,2015-11-13 09:55:52,11,0.08731,0.13187,"(30, 80)","(-105.09225, 63.27224, 11.5577)",,True,0.8832,0.2219,0.24723497952672718
44,2015-11-13 10:07:16,2015-11-13 10:12:31,2015-11-13 10:16:07,119,0.11287,0.14302,"(40, 40)","(-108.01754, 62.31217, 19.65875)",,True,0.6658,0.1865,0.2711133488154878
