,startTime,turnTime,endTime,duration,residue_diff,residue_fit,theta_phi,VHT,reduced_residue,topTurn,r,k,MA
0,2018-11-27 06:07:48,2018-11-27 06:12:54,2018-11-27 06:22:48,201,0.10454,0.1733,"(70, 320)","(-336.18491, 14.31523, -8.55164)",,True,0.9877,0.4444,0.4500639780919216
1,2018-11-27 06:27:36,2018-11-27 06:27:58,2018-11-27 06:28:21,11,0.18027,0.18396,"(70, 340)","(-345.20528, 20.40815, -13.21828)",,True,0.9855,0.7663,0.7675034525108241
2,2018-11-27 06:37:57,2018-11-27 06:41:06,2018-11-27 06:43:30,75,0.15285,0.1995,"(40, 260)","(-332.54229, 10.0933, -5.60688)",,True,0.9646,0.353,0.36272801530552623
3,2018-11-27 06:46:57,2018-11-27 06:48:09,2018-11-27 06:51:54,67,0.10886,0.16168,"(30, 280)","(-335.60741, 11.93204, -6.70843)",,True,0.9747,0.4396,0.447551350885469
4,2018-11-27 06:59:28,2018-11-27 06:59:51,2018-11-27 07:00:13,11,0.13451,0.17614,"(30, 260)","(-319.17663, -3.30865, 15.35555)",,True,-0.8729,-0.1425,0.15070632172764883
5,2018-11-27 07:04:48,2018-11-27 07:05:10,2018-11-27 07:05:28,10,0.12982,0.18929,"(30, 280)","(-330.50557, 8.73753, -3.5312)",,True,0.9721,0.3408,0.35750262590996196
6,2018-11-27 07:06:22,2018-11-27 07:06:54,2018-11-27 07:07:57,22,0.0965,0.13606,"(20, 280)","(-327.16553, 4.52263, 3.61535)",,True,0.9319,0.2457,0.24873457987890452
7,2018-11-27 07:10:57,2018-11-27 07:11:15,2018-11-27 07:11:42,11,0.13809,0.17262,"(20, 320)","(-336.01946, 8.00117, -10.38839)",,True,0.9933,0.5776,0.5766378426946429
8,2018-11-27 07:13:48,2018-11-27 07:14:33,2018-11-27 07:14:55,16,0.10382,0.1751,"(20, 220)","(-333.76497, 7.75532, -9.31206)",,True,0.9844,0.5168,0.5244689993293413
9,2018-11-27 07:18:54,2018-11-27 07:19:07,2018-11-27 07:19:48,13,0.18665,0.17396,"(20, 320)","(-320.91486, 4.77864, 9.46849)",,True,0.8591,0.172,0.18818270121958142
10,2018-11-27 07:22:07,2018-11-27 07:25:12,2018-11-27 07:26:10,55,0.11748,0.19466,"(20, 300)","(-337.35884, 9.68342, -15.216)",,True,0.992,0.6875,0.691143519722881
11,2018-11-27 07:27:36,2018-11-27 07:28:07,2018-11-27 07:30:45,43,0.11976,0.1645,"(20, 300)","(-332.67387, 6.42392, -8.48485)",,True,0.987,0.5339,0.5356814529647647
12,2018-11-27 07:30:49,2018-11-27 07:34:21,2018-11-27 07:41:46,147,0.11574,0.19193,"(40, 320)","(-332.47433, 7.02948, -6.36231)",,True,0.9711,0.4514,0.4537427856340696
13,2018-11-27 07:43:34,2018-11-27 07:53:06,2018-11-27 08:08:06,328,0.10099,0.15931,"(80, 340)","(-334.80982, 6.48796, -8.25323)",,True,0.9602,0.391,0.3904695169480023
14,2018-11-27 08:10:12,2018-11-27 08:11:24,2018-11-27 08:13:43,48,0.13207,0.19696,"(80, 120)","(-334.19997, 5.16732, -9.45388)",,True,0.9621,0.2882,0.28936766751971355
15,2018-11-27 08:19:21,2018-11-27 08:28:21,2018-11-27 08:35:28,216,0.09518,0.14879,"(80, 280)","(-330.12265, -0.92295, -5.54952)",,True,0.8712,0.1937,0.20051737228071917
16,2018-11-27 08:52:52,2018-11-27 08:57:00,2018-11-27 09:02:37,131,0.12388,0.19594,"(60, 120)","(-326.51402, -1.39339, -0.68816)",,True,-0.5245,-0.106,0.1640544108436971
17,2018-11-27 09:06:49,2018-11-27 09:12:58,2018-11-27 09:16:30,130,0.11077,0.19278,"(60, 100)","(-328.46095, -0.90217, -3.13379)",,True,-0.252,-0.0191,0.06756290686983203
18,2018-11-27 09:18:18,2018-11-27 09:19:30,2018-11-27 09:20:15,27,0.1245,0.195,"(60, 20)","(-327.32304, -2.31818, -0.76027)",,True,-0.7165,-0.1191,0.1316717554140607
19,2018-11-27 09:24:09,2018-11-27 09:29:51,2018-11-27 09:37:25,178,0.09277,0.13787,"(70, 120)","(-323.81535, -6.36025, -3.50808)",,True,-0.7492,-0.1661,0.2054450380217341
20,2018-11-27 09:40:48,2018-11-27 09:41:28,2018-11-27 09:41:55,16,0.1662,0.18353,"(80, 240)","(-334.39857, 5.83976, -4.26772)",,True,0.9536,0.2928,0.29741783496721513
21,2018-11-27 09:43:21,2018-11-27 09:43:39,2018-11-27 09:44:06,11,0.08448,0.16002,"(70, 240)","(-334.68314, 6.64214, -3.5771)",,True,0.8942,0.3143,0.3224497259800145
22,2018-11-27 10:05:28,2018-11-27 10:13:16,2018-11-27 10:20:01,195,0.11016,0.17805,"(80, 340)","(-337.30527, 7.85132, -8.52395)",,True,0.9816,0.4975,0.5052865021752343
23,2018-11-27 10:24:40,2018-11-27 10:25:03,2018-11-27 10:25:34,13,0.10347,0.14282,"(70, 220)","(-320.05761, -4.4929, -3.89693)",,True,-0.7298,-0.0797,0.09884288238859906
24,2018-11-27 10:51:54,2018-11-27 10:56:33,2018-11-27 11:01:12,125,0.1227,0.1957,"(80, 60)","(-319.81324, -5.29077, -3.25542)",,True,-0.5172,-0.0738,0.12540978125006289
25,2018-11-27 11:03:18,2018-11-27 11:04:07,2018-11-27 11:05:37,32,0.11486,0.19591,"(80, 100)","(-319.89397, -3.61403, -15.3202)",,True,-0.6108,-0.0484,0.07302292660789875
26,2018-11-27 11:08:06,2018-11-27 11:11:10,2018-11-27 11:13:52,78,0.09459,0.18078,"(80, 140)","(-328.09407, 4.90528, -14.84876)",,True,0.9116,0.2827,0.29502124360819093
27,2018-11-27 11:14:19,2018-11-27 11:14:46,2018-11-27 11:15:04,11,0.12385,0.12141,"(60, 280)","(-316.85208, -5.19223, -14.38356)",,True,0.1759,0.0274,0.09338070631328144
28,2018-11-27 11:18:40,2018-11-27 11:19:21,2018-11-27 11:19:43,15,0.11881,0.1969,"(80, 240)","(-313.92502, -6.75189, -14.64944)",,True,0.0229,0.0024,0.07134335379788107
29,2018-11-27 11:20:06,2018-11-27 11:25:16,2018-11-27 11:30:00,133,0.10651,0.16727,"(80, 60)","(-312.45748, -8.48233, -8.90558)",,True,-0.9046,-0.7456,0.8320298997756747
30,2018-11-27 11:30:49,2018-11-27 11:33:45,2018-11-27 11:35:33,64,0.11009,0.16552,"(70, 60)","(-324.43042, -1.37708, 9.92307)",,True,-0.7071,-0.1462,0.19460513346276134
31,2018-11-27 11:37:52,2018-11-27 11:38:10,2018-11-27 11:38:42,12,0.06973,0.10115,"(70, 140)","(-322.04121, -6.30805, 10.98258)",,True,-0.8304,-0.1829,0.19597266970543384
32,2018-11-27 11:39:13,2018-11-27 11:40:57,2018-11-27 11:46:39,100,0.08423,0.13208,"(80, 200)","(-329.99107, 4.55334, 24.64748)",,True,-0.8917,-0.3484,0.38384236773712865
