,startTime,turnTime,endTime,duration,residue_diff,residue_fit,theta_phi,VHT,reduced_residue,topTurn,r,k,MA
30,2008-05-22 16:44:02,2008-05-22 16:45:29,2008-05-22 16:46:20,47,0.0857,0.12561,"(50, 80)","(-533.67647, 85.02222, 3.77669)",,True,-0.9835,-0.0935,0.09066475990210755
31,2008-05-22 16:47:47,2008-05-22 16:49:23,2008-05-22 16:51:29,74,0.13354,0.16579,"(60, 40)","(-533.82803, 86.02645, 7.81176)",,True,-0.1599,-0.0041,0.0200289832193817
32,2008-05-22 16:53:11,2008-05-22 16:57:02,2008-05-22 17:03:17,203,0.08361,0.13944,"(30, 80)","(-528.67615, 101.0891, 4.60234)",,True,0.9551,0.4,0.38687924678244046
33,2008-05-22 17:12:23,2008-05-22 17:13:47,2008-05-22 17:15:11,56,0.09036,0.15932,"(40, 60)","(-531.18166, 91.95551, -9.37741)",,True,0.9683,0.098,0.10235396394245444
34,2008-05-22 17:15:35,2008-05-22 17:15:59,2008-05-22 17:16:32,20,0.11235,0.14363,"(40, 120)","(-531.26348, 88.41947, -14.13468)",,True,0.4882,0.0142,0.01569281545688073
35,2008-05-22 17:37:47,2008-05-22 17:38:08,2008-05-22 17:38:32,15,0.11487,0.16503,"(60, 80)","(-522.76259, 84.60756, 15.83194)",,True,0.9922,0.0932,0.0938005937418663
36,2008-05-22 17:40:05,2008-05-22 17:41:14,2008-05-22 17:41:38,32,0.15963,0.18047,"(60, 280)","(-517.67115, 74.31578, 16.76562)",,True,-0.5983,-0.0288,0.039102724533695836
37,2008-05-22 17:54:05,2008-05-22 17:59:11,2008-05-22 18:10:53,336,0.09128,0.12683,"(50, 340)","(-532.91731, 87.05181, -8.57322)",,True,-0.7829,-0.0987,0.11654548107004048
38,2008-05-22 18:15:20,2008-05-22 18:17:02,2008-05-22 18:18:20,60,0.13865,0.16915,"(30, 240)","(-536.36933, 90.40468, -14.77458)",,True,-0.8856,-0.1245,0.12846213661875514
39,2008-05-22 18:23:35,2008-05-22 18:26:08,2008-05-22 18:27:32,80,0.16226,0.19076,"(50, 300)","(-530.06646, 83.84091, -1.1284)",,True,-0.4558,-0.0412,0.08048750804291277
40,2008-05-22 18:36:29,2008-05-22 18:36:38,2008-05-22 18:37:02,12,0.13024,0.15101,"(40, 280)","(-514.26736, 88.0908, 31.62974)",,True,-0.4866,-0.0117,0.026360244450526357
41,2008-05-22 18:37:38,2008-05-22 18:37:53,2008-05-22 18:38:11,12,0.11873,0.18911,"(50, 240)","(-512.36125, 87.28799, 40.05368)",,True,0.9004,0.0723,0.06700945942348645
42,2008-05-22 18:43:35,2008-05-22 18:50:53,2008-05-22 18:57:14,273,0.11595,0.15807,"(30, 320)","(-532.46183, 87.12389, 5.29362)",,True,0.1944,0.0426,0.2133644201546462
43,2008-05-22 19:11:32,2008-05-22 19:11:38,2008-05-22 19:12:02,11,0.18675,0.11941,"(70, 180)","(-535.67805, 88.75942, -21.93846)",,True,0.2195,0.0011,0.003345848836549819
44,2008-05-22 19:17:53,2008-05-22 19:18:35,2008-05-22 19:18:50,20,0.16103,0.18392,"(40, 0)","(-534.22601, 89.94435, -25.86381)",,True,0.6922,0.0328,0.03975583911257976
45,2008-05-22 19:20:08,2008-05-22 19:20:23,2008-05-22 19:20:53,15,0.15599,0.151,"(10, 300)","(-532.71972, 88.78634, -13.77644)",,True,-0.7079,-0.0402,0.04774315493828743
46,2008-05-22 19:28:53,2008-05-22 19:30:14,2008-05-22 19:35:11,127,0.18844,0.17354,"(70, 160)","(-510.37442, 78.61258, -3.12542)",,True,-0.3285,-0.1362,0.2920325492695554
47,2008-05-22 19:35:47,2008-05-22 19:36:08,2008-05-22 19:37:23,33,0.17871,0.1816,"(40, 40)","(-494.41901, 77.28037, 50.20786)",,True,0.2646,0.0349,0.10683748977346924
48,2008-05-22 19:42:11,2008-05-22 19:42:26,2008-05-22 19:42:44,12,0.09385,0.09315,"(80, 0)","(-489.41274, 81.91975, 43.49379)",,True,0.991,0.0223,0.02297256941952641
49,2008-05-22 19:43:08,2008-05-22 19:44:11,2008-05-22 19:44:38,30,0.13369,0.19485,"(40, 120)","(-488.5916, 82.21474, 38.19187)",,True,0.599,0.028,0.040669299173225794
50,2008-05-22 19:45:35,2008-05-22 19:46:17,2008-05-22 19:46:35,21,0.13905,0.19146,"(30, 120)","(-484.89828, 80.47973, 27.4512)",,True,-0.3821,-0.015,0.031467966702176456
51,2008-05-22 19:47:14,2008-05-22 19:47:26,2008-05-22 19:47:41,10,0.12825,0.18439,"(40, 40)","(-486.0079, 78.42385, 14.5585)",,True,0.7314,0.0203,0.021190616327356807
52,2008-05-22 19:48:17,2008-05-22 19:48:44,2008-05-22 19:49:02,15,0.17616,0.17203,"(80, 240)","(-483.58292, 77.32966, 7.56658)",,True,-0.7359,-0.0232,0.03496069091010726
53,2008-05-22 19:49:29,2008-05-22 19:55:02,2008-05-22 20:04:23,299,0.10752,0.15374,"(80, 220)","(-486.53434, 77.65519, 9.26436)",,True,0.2725,0.0763,0.2645025615140698
54,2008-05-22 20:09:17,2008-05-22 20:11:08,2008-05-22 20:15:11,118,0.11164,0.18727,"(60, 300)","(-489.64205, 73.77334, 31.65376)",,True,0.1962,0.0474,0.1832779916340359
55,2008-05-22 20:42:08,2008-05-22 20:43:44,2008-05-22 20:45:14,63,0.11661,0.14809,"(10, 340)","(-501.29086, 84.95968, -6.21093)",,True,0.2441,0.0202,0.053834238563896984
56,2008-05-22 20:46:05,2008-05-22 20:46:32,2008-05-22 20:46:47,14,0.13292,0.18924,"(80, 20)","(-506.75044, 87.59072, -15.8878)",,True,0.5088,0.0104,0.01820988331494217
57,2008-05-22 20:47:29,2008-05-22 20:47:44,2008-05-22 20:47:56,10,0.06179,0.09062,"(60, 240)","(-508.06057, 88.33787, -19.24652)",,True,0.2566,0.0011,0.004102359259832226
58,2008-05-22 20:50:53,2008-05-22 20:55:56,2008-05-22 20:59:38,176,0.15399,0.16448,"(40, 20)","(-511.3701, 82.98711, 15.41981)",,True,0.8514,0.3398,0.4390061808376185
59,2008-05-22 21:00:05,2008-05-22 21:01:29,2008-05-22 21:02:41,53,0.15387,0.17044,"(80, 20)","(-516.9297, 68.37317, 14.33983)",,True,-0.9655,-0.0684,0.06996608088671595
60,2008-05-22 21:09:11,2008-05-22 21:09:38,2008-05-22 21:10:20,24,0.12894,0.18618,"(80, 0)","(-519.53288, 69.6123, 8.3724)",,True,-0.9922,-0.096,0.09787594760147572
61,2008-05-22 21:10:50,2008-05-22 21:11:20,2008-05-22 21:11:29,14,0.10208,0.06401,"(0, 0)","(-514.64852, 67.12153, 11.93619)",,True,0.1297,0.002,0.009640466860679145
62,2008-05-22 21:12:47,2008-05-22 21:13:02,2008-05-22 21:13:14,10,0.17104,0.16646,"(70, 140)","(-514.82905, 67.29018, 14.3983)",,True,0.9732,0.0937,0.12208066805435025
63,2008-05-22 21:15:59,2008-05-22 21:17:56,2008-05-22 21:19:08,64,0.09987,0.14438,"(40, 20)","(-519.52606, 81.02585, -11.50016)",,True,0.6626,0.1193,0.2571488971033667
64,2008-05-22 21:19:53,2008-05-22 21:20:08,2008-05-22 21:20:38,15,0.13075,0.15104,"(60, 160)","(-520.89331, 83.9454, -18.99355)",,True,0.8692,0.0465,0.04634058526892268
65,2008-05-22 21:21:56,2008-05-22 21:22:47,2008-05-22 21:25:11,65,0.1417,0.17564,"(10, 200)","(-516.94774, 79.85192, -14.06929)",,True,-0.3081,-0.0304,0.0580590130197056
66,2008-05-22 21:26:59,2008-05-22 21:27:26,2008-05-22 21:27:44,15,0.13535,0.19147,"(40, 180)","(-510.91705, 73.2991, -6.99956)",,True,-0.9659,-0.0415,0.043381718960814754
67,2008-05-22 21:33:50,2008-05-22 21:35:59,2008-05-22 21:39:20,111,0.15922,0.18094,"(50, 80)","(-504.85131, 66.99791, 1.77863)",,True,0.738,0.0341,0.04470530808954556
68,2008-05-22 21:43:29,2008-05-22 21:43:59,2008-05-22 21:44:38,24,0.12033,0.17879,"(70, 60)","(-485.37943, 69.87641, 8.75333)",,True,0.9005,0.0522,0.05873440447351053
69,2008-05-22 21:44:47,2008-05-22 21:45:05,2008-05-22 21:45:14,10,0.10935,0.14291,"(80, 0)","(-483.58519, 70.27369, 12.6443)",,True,0.978,0.0826,0.09013182474761959
70,2008-05-22 21:46:29,2008-05-22 21:46:56,2008-05-22 21:47:11,14,0.11889,0.18055,"(70, 120)","(-486.60827, 68.3057, 21.33904)",,True,0.8878,0.0545,0.0580753448169735
71,2008-05-22 21:49:14,2008-05-22 21:50:14,2008-05-22 21:51:14,41,0.13944,0.17628,"(40, 80)","(-490.86107, 65.05616, 35.82919)",,True,-0.5735,-0.0472,0.07359862333961228
72,2008-05-22 21:52:02,2008-05-22 21:52:14,2008-05-22 21:52:29,10,0.07686,0.13899,"(40, 220)","(-495.99809, 67.79413, 37.90186)",,True,-0.7591,-0.02,0.03345587223423058
73,2008-05-22 21:52:41,2008-05-22 21:52:50,2008-05-22 21:53:23,14,0.18675,0.19162,"(80, 240)","(-497.21001, 67.66328, 36.33103)",,True,0.605,0.015,0.03299155865614712
74,2008-05-22 21:53:38,2008-05-22 21:57:08,2008-05-22 21:59:53,125,0.12408,0.17103,"(40, 260)","(-501.54518, 77.06785, 18.84251)",,True,0.4513,0.0621,0.17967340718349015
