,startTime,turnTime,endTime,duration,residue_diff,residue_fit,theta_phi,VHT,reduced_residue,topTurn,r,k,MA
0,2019-11-16 14:38:42,2019-11-16 14:54:58,2019-11-16 15:03:22,330,0.10182,0.16661,"(80, 100)","(-371.75056, 1.2186, 16.37518)",,True,0.0384,0.0029,0.06106018481707055
1,2019-11-16 15:40:43,2019-11-16 15:41:01,2019-11-16 15:42:00,18,0.12275,0.14527,"(80, 260)","(-373.21569, 14.90148, 17.17133)",,True,-0.9553,-0.289,0.2881020957116821
2,2019-11-16 15:43:30,2019-11-16 15:44:01,2019-11-16 15:44:28,14,0.11052,0.17965,"(80, 280)","(-373.09272, 5.38012, 17.41887)",,True,-0.582,-0.0669,0.10012865364172127
3,2019-11-16 16:40:48,2019-11-16 16:51:36,2019-11-16 17:06:31,344,0.09431,0.14399,"(40, 80)","(-365.19292, 2.30388, 19.30909)",,True,0.0346,0.0085,0.3064911325730405
4,2019-11-16 17:08:37,2019-11-16 17:15:22,2019-11-16 17:20:51,164,0.1062,0.17377,"(30, 320)","(-367.59013, 2.74556, 20.44767)",,True,0.3104,0.0645,0.2332712132627306
5,2019-11-16 17:22:43,2019-11-16 17:23:06,2019-11-16 17:23:37,13,0.1128,0.15197,"(60, 40)","(-368.05281, 5.59523, 19.94747)",,True,0.8262,0.2673,0.30692350331211193
6,2019-11-16 17:24:09,2019-11-16 17:37:39,2019-11-16 17:49:48,343,0.0945,0.13838,"(40, 220)","(-371.36838, 9.59852, 27.4504)",,True,0.1203,0.0254,0.16078975901639217
7,2019-11-16 17:50:28,2019-11-16 17:58:34,2019-11-16 18:06:58,221,0.1164,0.15529,"(40, 160)","(-371.43973, 12.20885, 16.92956)",,True,0.714,0.188,0.21922847182907548
8,2019-11-16 18:50:28,2019-11-16 18:54:31,2019-11-16 18:59:37,123,0.12223,0.18018,"(70, 220)","(-376.0389, 58.94716, -18.66703)",,True,0.9917,0.8575,0.8630453066305401
9,2019-11-16 19:23:15,2019-11-16 19:31:43,2019-11-16 19:48:00,331,0.0949,0.15481,"(50, 240)","(-374.83442, 26.59308, 15.9)",,True,0.7181,0.1718,0.1944769838801574
10,2019-11-16 20:01:43,2019-11-16 20:02:15,2019-11-16 20:02:28,11,0.12419,0.17571,"(50, 300)","(-398.55468, 18.83948, 72.62956)",,True,-0.9942,-0.7982,0.8052536669673005
11,2019-11-16 20:04:07,2019-11-16 20:04:39,2019-11-16 20:04:52,11,0.08585,0.09751,"(40, 280)","(-397.8854, 17.80823, 74.05874)",,True,-0.9941,-0.7845,0.7885139703804963
12,2019-11-16 20:12:09,2019-11-16 20:19:21,2019-11-16 20:27:00,199,0.10874,0.16079,"(60, 340)","(-397.47483, 27.63365, 66.64411)",,True,-0.9772,-0.5412,0.5533267734233126
13,2019-11-16 20:28:57,2019-11-16 20:34:57,2019-11-16 20:41:01,162,0.11154,0.17322,"(30, 40)","(-390.86182, 27.68377, 54.88823)",,True,-0.9109,-0.4425,0.5596028148886846
14,2019-11-16 20:44:46,2019-11-16 20:45:40,2019-11-16 20:46:03,18,0.12864,0.17994,"(30, 280)","(-370.71659, 4.50454, 56.46658)",,True,-0.9806,-0.6758,0.6809498390154851
15,2019-11-16 20:51:18,2019-11-16 20:54:45,2019-11-16 20:58:34,98,0.10416,0.16672,"(30, 40)","(-374.3921, 13.92327, 33.9441)",,True,0.5422,0.1115,0.18699566784948693
16,2019-11-16 21:05:33,2019-11-16 21:09:36,2019-11-16 21:14:46,124,0.10755,0.19429,"(80, 260)","(-374.41504, 17.35473, 38.73895)",,True,-0.8095,-0.1305,0.1412495545067449
