,Start Time,End Time,Duration,Residue_fit,Residue_diff,<B>(nT),Bmax(nT),<Beta>,<Beta_p>,<Vsw>(km/s),<Tp>(10^6K),theta(deg),phi(deg),z_axis[0](in RTN),z_axis[1](in RTN),z_axis[2](in RTN),size_inAU,walenTest_slope,walenTest_slope_b4reverse,Np_mean,Mach_average,A_range,Bx_inFR_abs_mean,By_inFR_abs_mean,Bz_inFR_abs_mean,VHT_inRTN[0],VHT_inRTN[1],VHT_inRTN[2],walenTest_r_value,walenTest_r_value_b4reverse,Cross_heli,Br_mean,Residue_energy,Jzmax,turnTime
17,2017-11-05 04:46:39.000,2017-11-05 04:50:01.500,3.375,0.19312,0.13301,10.9282,12.721205664137083,6.28406991511239,4.938801908082828,278.83629745724255,1.50713,20.0,260.0,-0.0593911746138847,-0.33682408883346515,0.9396926207859084,2.9772913624308557e-05,0.4163622595353575,0.4163622595353575,11.136193108695654,0.451022032894925,"[-7.621038384547273e-05, 0.015761455687628143]",4.7722,0.5501,9.6828,-232.63225,181.06463,14.68799,0.9035243664225121,0.9035243664225121,0.7167542467562045,3.242,-0.663610518932178,6.4027793203992065,2017-11-05 04:48:31.500
18,2017-11-05 04:50:37.500,2017-11-05 04:51:18.000,0.675,0.17526,0.18345,10.6856,11.132874750897383,6.457019859139798,5.10825115653062,277.8012353782611,1.508737,40.0,300.0,0.3213938048432697,-0.5566703992264193,0.766044443118978,4.863118758607188e-06,-0.020046325851015703,-0.020046325851015703,11.0941327,0.07222795299831382,"[-0.0001647295445847064, 0.0010660572603399913]",0.3305,0.2755,10.6723,-218.80514,163.78632,33.47243,-0.22273002864012176,-0.22273002864012176,-0.05633761996914664,3.2874,-0.9877042152522767,7.787589865366538,2017-11-05 04:51:00.000
19,2017-11-05 04:54:45.000,2017-11-05 04:55:30.000,0.75,0.15512,0.15111,11.3934,12.866329233870962,5.788557262967779,4.7448214013471635,266.0398452685434,1.691991,50.0,160.0,-0.7198463103929541,0.2620026302293851,0.6427876096865394,5.0449219514878e-06,0.6648873387502982,0.6648873387502982,10.449506999999999,0.6932568699364715,"[-0.005762448319476406, 0.0007839830164728794]",11.2246,1.2125,1.2159,-227.76027,195.64079,-21.33706,0.9706515872775164,0.9706515872775164,0.9198478387133122,3.7603,-0.34822302454408055,-29.263997673879757,2017-11-05 04:55:03.000
20,2017-11-05 05:06:22.500,2017-11-05 05:07:52.500,1.5,0.18303,0.10685,10.0027,12.248641195528046,7.502939275721981,6.268401472727685,241.04109625038686,1.817071,30.0,200.0,-0.46984631039295416,-0.1710100716628343,0.8660254037844387,1.206519367030352e-05,0.6140169784877165,0.6140169784877165,9.656692285714287,0.6205373905949377,"[-0.006982926096074953, 0.0]",9.5505,0.6582,2.3099,-211.21333,183.57918,19.61384,0.9176305637990758,0.9176305637990758,0.841721532962678,6.2793,-0.43002557221758214,68.24732686032239,2017-11-05 05:07:16.500
21,2017-11-05 05:13:07.500,2017-11-05 05:17:51.000,4.725,0.18894,0.13891,11.1899,14.118417078667518,5.802319212849259,4.733098848281939,266.8595809195225,1.545469,70.0,360.0,0.9396926207859083,-2.3015831204557005e-16,0.3420201433256688,2.412006051661712e-05,-0.18426785693778702,-0.18426785693778702,10.75318125,0.3152778422090444,"[-0.0059301246258894455, 0.02122888501182507]",8.1656,1.9255,7.1992,-203.86349,144.14243,21.11387,-0.4093464384387468,-0.4093464384387468,-0.378309367429815,8.2286,-0.8035180877917725,3.755960099535796,2017-11-05 05:15:27.000
22,2017-11-05 05:24:27.000,2017-11-05 05:25:07.500,0.675,0.11987,0.12518,10.3579,11.9211254463011,7.183187143622128,5.884092748019571,274.6203338570214,1.545437,100.0,240.0,-0.4924038765061041,-0.8528685319524432,-0.17364817766693041,6.5248554840969834e-06,0.7548307755198116,0.729429518231543,11.5731891,0.7680499491945325,"[-0.00030618634289827386, 0.0037185828926103353]",9.9856,0.6453,2.5883,-266.22586,176.8262,43.16931,0.9343853657822008,0.9553759473582314,0.9299622160313771,7.4145,-0.2597872727166284,484.90974116008294,2017-11-05 05:24:40.500
23,2017-11-05 05:27:58.500,2017-11-05 05:28:39.000,0.675,0.11356,0.13002,9.7977,11.000672523130351,7.874691680445264,6.5764575392600975,265.00278855102795,1.699701,100.0,320.0,0.7544065067354888,-0.6330222215594892,-0.17364817766693041,5.579308245625964e-07,0.4233461878158668,0.440797756158908,10.447043149999999,0.45074722083133933,"[0.0, 0.00041658227112572764]",0.8932,0.7475,9.6961,-238.5254,165.13254,44.87463,0.9646319285775308,0.9604890210426377,0.7252147376249712,6.7529,-0.6674251137876612,78.85213542008401,2017-11-05 05:28:16.500
24,2017-11-05 05:29:55.500,2017-11-05 05:31:03.000,1.125,0.10708,0.09295,9.7077,10.725938877196581,8.28755731121744,6.904919298745747,270.62972618007296,1.660104,60.0,280.0,0.15038373318043496,-0.8528685319524433,0.5000000000000001,7.802172440445689e-06,0.020300731317827333,0.020300731317827333,11.10984471875,0.08337859679727605,"[-0.0034885880014495084, 0.0]",6.7507,0.5033,6.9263,-221.76355,152.66983,38.54985,0.12434917277440277,0.12434917277440277,0.046446512898657866,6.905,-0.9812092729378992,-22.122652656062083,2017-11-05 05:30:13.500
25,2017-11-05 05:31:48.000,2017-11-05 05:32:37.500,0.825,0.1726,0.11909,9.209,10.592371039262915,9.448746271009446,7.85917393599976,277.7777603290862,1.653161,70.0,300.0,0.46984631039295427,-0.8137976813493736,0.3420201433256688,4.020996406467263e-06,0.05673249115507991,0.05673249115507991,10.6076555,0.22877585042649096,"[0.0, 0.008738478905904415]",3.4107,2.0748,8.0794,-229.38126,158.7235,24.91507,0.1761290400724402,0.1761290400724402,0.04569240000503171,6.3078,-0.900266519634269,17.827240556861863,2017-11-05 05:32:10.500
26,2017-11-05 05:32:42.000,2017-11-05 05:33:49.500,1.125,0.19653,0.17685,12.1504,15.269925611002447,4.7229591401960525,3.643248499866295,287.20214292931735,1.170812,90.00000000000001,320.0,0.7660444431189779,-0.6427876096865395,-6.123233995736766e-17,9.960090664578282e-07,0.3821279449096612,0.3850455851192581,12.4051825,0.43499231891531287,"[-0.004495277969671588, 3.503843877642044e-05]",1.8562,4.6959,10.7052,-256.60579,178.12942,7.39552,0.880741708119974,0.8723647017550541,0.6639783083296578,7.8457,-0.6826361338853628,-21.42635116952384,2017-11-05 05:33:09.000
27,2017-11-05 05:46:16.500,2017-11-05 05:47:15.000,0.975,0.19463,0.11374,9.9942,11.616793483108077,7.519415802598721,6.336902423424793,255.79746738959042,1.873656,40.0,20.0,0.6040227735550536,0.21984631039295416,0.766044443118978,8.77472879456206e-06,0.8069885021193819,0.8069885021193819,9.53600367857143,0.8105830870843541,"[-0.0010337333149746351, 0.00911190315264675]",9.8411,1.1761,0.8908,-250.62531,173.50809,48.64582,0.9772808231452651,0.9772808231452651,0.9605577081508424,6.8546,-0.2153442590377091,257.64519329898155,2017-11-05 05:46:34.500
28,2017-11-05 06:16:12.000,2017-11-05 06:41:24.000,25.2,0.15067,0.12604,10.3318,14.129491675688898,7.54891278127795,6.171933860363203,257.3528678732176,1.679543,70.0,300.0,0.46984631039295427,-0.8137976813493736,0.3420201433256688,0.00012639395668763214,0.3006959326511887,0.3006959326511887,10.28649621958457,0.3374395712079854,"[-0.0005310651628184945, 0.23356215225258256]",2.9997,2.0267,8.4197,-224.25583,151.49604,36.30613,0.8768806195373255,0.8768806195373255,0.5587326595041449,4.8622,-0.7894178087719494,1.9421617837827039,2017-11-05 06:23:46.500
29,2017-11-05 06:51:36.000,2017-11-05 07:06:31.500,14.925,0.16515,0.11918,10.7782,14.14337010678697,7.540777505355238,6.149359209984925,250.5415458027945,1.551082,30.0,260.0,-0.08682408883346515,-0.49240387650610395,0.8660254037844387,0.00012008402468038897,0.487422162312726,0.487422162312726,12.425837317500003,0.5036926233419249,"[-0.040658177566581855, 0.0015060590945313302]",5.6135,0.6227,9.0467,-220.93768,151.89514,26.70065,0.9429681064069365,0.9429681064069365,0.7806917892277544,3.9133,-0.6004823309483628,2.0894192755118564,2017-11-05 06:58:57.000
30,2017-11-05 07:07:43.500,2017-11-05 07:11:19.500,3.6,0.18721,0.13387,10.4063,14.363927973820847,8.51534437111656,7.066680574324257,251.17277888658728,1.636371,30.0,240.0,-0.25000000000000017,-0.43301270189221913,0.8660254037844387,3.0430851000254933e-05,0.6579149226078694,0.6579149226078694,12.423843887755101,0.6935496984921953,"[-0.019310820059547838, 0.0]",7.6779,0.7484,6.7424,-229.97752,160.21411,21.2619,0.9569187344037385,0.9569187344037385,0.9132719749750304,4.5478,-0.37098692100255637,1.9407250568958896,2017-11-05 07:10:12.000
31,2017-11-05 07:13:52.500,2017-11-05 07:17:06.000,3.225,0.17168,0.11992,9.8998,12.682031461298235,9.382297671176158,7.773391273659825,240.26007247299165,1.639094,40.0,200.0,-0.6040227735550536,-0.21984631039295413,0.766044443118978,2.440172103939753e-05,0.8310870258485341,0.8310870258485341,12.305933068181817,0.8662860653266466,"[-0.022380112878967632, 0.0]",9.542,0.9627,2.0286,-227.502,161.82084,29.93323,0.9612828905704738,0.9612828905704738,0.9587187124270641,5.0266,-0.1787460371281949,-2.2273911085830997,2017-11-05 07:15:54.000
32,2017-11-05 07:18:31.500,2017-11-05 07:27:36.000,9.075,0.17877,0.12929,11.5791,15.377984322871514,5.760110078079523,4.734091742762126,243.97766465276794,1.580557,30.0,200.0,-0.46984631039295416,-0.1710100716628343,0.8660254037844387,7.036523581178328e-05,0.5790903410782214,0.5790903410782214,10.681718258196723,0.6461132768028712,"[-0.0006084842161738098, 0.024200642890832954]",10.3769,0.6076,4.636,-224.85295,158.577,23.80308,0.9019309517535524,0.9019309517535524,0.8551815577550989,5.0057,-0.4418602323164506,27.464263288959092,2017-11-05 07:20:28.500
33,2017-11-05 07:41:37.500,2017-11-05 07:42:49.500,1.2,0.17668,0.13869,11.1299,12.370770825479415,6.7544619679377655,5.541055778901942,236.68667825322402,1.595667,110.0,340.0,0.8830222215594888,-0.3213938048432698,-0.3420201433256688,3.3942621345182464e-06,0.6694595030949295,0.7198912078973683,12.135643647058824,0.7268873415495261,"[0.0, 0.0010811086306055726]",7.6392,0.718,8.006,-232.34295,155.63513,28.3946,0.9817342256126219,0.9934671927247437,0.9439399422720434,6.9735,-0.3105962512586064,1479.078101671633,2017-11-05 07:42:09.000
34,2017-11-05 07:50:06.000,2017-11-05 07:57:22.500,7.275,0.1514,0.13474,10.8633,13.437120970852227,7.2508565911314475,5.944745579553882,240.7470404670363,1.551916,60.0,300.0,0.4330127018922194,-0.7499999999999999,0.5000000000000001,4.149779592404899e-05,0.5874458598229463,0.5874458598229463,12.531235413265307,0.6310073314133543,"[-0.035598940502733385, 0.002536517091316542]",2.2617,0.9978,10.1543,-221.97518,149.7545,33.03658,0.9340155241075961,0.9340155241075961,0.8601162323983825,5.2412,-0.4386097455078563,-2.58247361175039,2017-11-05 07:54:18.000
35,2017-11-05 08:01:34.500,2017-11-05 08:02:15.000,0.675,0.19828,0.16238,11.7357,12.717678136781899,6.016194942205281,4.970072096363166,233.73953240552842,1.586032,50.0,360.0,0.766044443118978,-1.8762677505405462e-16,0.6427876096865394,4.952136479668068e-06,0.8261157484272855,0.8261157484272855,12.294906699999999,0.8191066342540312,"[-0.004829199913955259, 0.0]",11.3338,1.1025,2.6783,-238.05163,156.42482,44.52517,0.9897562995880775,0.9897562995880775,0.9744170242461783,7.6457,-0.19876671548551927,-13.414591512264867,2017-11-05 08:01:52.500
36,2017-11-05 08:02:46.500,2017-11-05 08:04:12.000,1.425,0.1584,0.11559,10.1011,11.129030192524922,9.066223294736535,7.418442895062488,234.15135738480117,1.618376,100.00000000000003,360.0,0.984807753012208,-1.2060416625018976e-16,-0.17364817766693041,5.911516170304518e-06,0.5608419137901034,0.5603714835632476,13.263982350000001,0.5673486820237901,"[-0.006357726259975479, 0.0]",7.6688,1.3229,6.3335,-223.36064,137.89017,36.98791,0.970277286291661,0.9900089650237416,0.8494200142412103,6.2178,-0.5131309562241722,-11.954706591503353,2017-11-05 08:03:09.000
37,2017-11-05 08:15:00.000,2017-11-05 08:15:54.000,0.9,0.19937,0.12547,12.7087,16.405989363858463,4.687214065831236,3.8801016916022,261.4436053488311,1.591111,70.0,320.0,0.7198463103929539,-0.6040227735550538,0.3420201433256688,3.1158894651308292e-06,0.28414832327655987,0.28414832327655987,10.20428676923077,0.31380452943432885,"[-0.0017103002887657545, 0.0]",7.8502,0.7004,9.9138,-225.2032,147.71475,20.42375,0.9302664086964059,0.9302664086964059,0.5181783016361821,3.7411,-0.8302620824103313,70.46124984806806,2017-11-05 08:15:40.500
38,2017-11-05 08:25:21.000,2017-11-05 08:29:24.000,4.05,0.16469,0.10909,12.1593,15.485320204553537,5.687369390565708,4.716692270486693,246.86290024495673,1.616881,50.0,300.0,0.3830222215594891,-0.6634139481689384,0.6427876096865394,2.6183258740406582e-05,0.36474610785659894,0.36474610785659894,11.178599545454544,0.39174896591165154,"[-0.01438816982221982, 0.0]",2.0649,0.7455,11.7636,-218.16552,145.96933,38.62261,0.9429906640209407,0.9429906640209407,0.6477951285020815,5.1314,-0.7398387520797747,6.715917317434344,2017-11-05 08:28:07.500
39,2017-11-05 08:30:00.000,2017-11-05 08:51:31.500,21.525,0.16186,0.13004,12.4708,17.94166714494506,5.532413416944542,4.621242570372143,249.05935366422622,1.606032,30.0,280.0,0.08682408883346497,-0.492403876506104,0.8660254037844387,0.0001672997341174257,0.2879469356618013,0.2879469356618013,11.004679895833334,0.3400524724538957,"[-0.00044388093067258935, 0.09761566583912372]",5.1666,0.7781,10.9648,-218.75303,144.52896,37.16681,0.769584855732097,0.769584855732097,0.5378918276103438,5.1866,-0.7899289542172879,1.0663193339940302,2017-11-05 08:39:36.000
40,2017-11-05 08:56:01.500,2017-11-05 08:57:00.000,0.975,0.17446,0.13392,11.9536,15.894376343676951,6.23457473010419,5.244652944721728,262.49511423623386,1.677989,20.0,260.0,-0.0593911746138847,-0.33682408883346515,0.9396926207859084,7.841142898008708e-06,0.14217226668069502,0.14217226668069502,11.295742714285712,0.17199853631230952,"[-0.0002087945603919491, 0.002903359776764331]",4.1308,0.5714,11.1614,-226.14577,138.30258,34.77345,0.7508475622141756,0.7508475622141756,0.28275669004135,2.8271,-0.9443135086090594,35.83210926464362,2017-11-05 08:56:28.500
41,2017-11-05 09:04:16.500,2017-11-05 09:04:57.000,0.675,0.17581,0.15357,9.6131,13.259324112099033,10.56297100073041,9.04570406441186,265.6765164323697,1.724443,30.0,300.0,0.25,-0.43301270189221924,0.8660254037844387,5.170405571732802e-06,0.1833636127393645,0.1833636127393645,12.15575875,0.23548810324261363,"[-0.002444753850577452, 0.0]",1.7662,0.4953,9.4176,-222.10406,147.12529,37.44738,0.8467832314035877,0.8467832314035877,0.3792692130912376,0.9535,-0.9022516143141158,-37.38359264096423,2017-11-05 09:04:34.500
42,2017-11-05 09:22:34.500,2017-11-05 09:23:19.500,0.75,0.19537,0.0957,11.6664,17.07270766417584,6.704818592744373,5.645588190849658,256.78271195705844,1.68132,50.0,160.0,-0.7198463103929541,0.2620026302293851,0.6427876096865394,3.214505841176664e-06,0.20839636171238085,0.20839636171238085,11.51833590909091,0.22918188370628367,"[-0.0018117160046270243, 0.0]",10.9629,0.7773,3.8495,-214.33751,138.60442,38.279,0.8708393464930334,0.8708393464930334,0.40264182125871534,1.847,-0.9019142395987716,-47.06105206866655,2017-11-05 09:22:57.000
43,2017-11-05 09:32:55.500,2017-11-05 09:33:45.000,0.825,0.13819,0.07821,14.681,18.207239043343336,3.2392759376973737,2.7380346313405526,250.5315008611925,1.561118,30.0,180.0,-0.49999999999999994,6.123233995736765e-17,0.8660254037844387,5.42481079236333e-06,0.3376119801314534,0.3376119801314534,9.7934755,0.351771025366684,"[-0.00028624790849674897, 0.0016187095419669475]",12.0035,0.4608,8.4082,-216.89236,142.78691,44.63141,0.9564444451819926,0.9564444451819926,0.6115085287836506,3.7132,-0.7833201427302648,3.4951192263392503,2017-11-05 09:33:27.000
44,2017-11-05 09:50:15.000,2017-11-05 09:59:15.000,9.0,0.19943,0.15175,13.1294,17.4918244236196,4.580565403824702,3.8174964486302883,237.4945765989747,1.514351,80.0,320.0,0.7544065067354887,-0.6330222215594893,0.17364817766693041,2.8633957710638948e-05,0.07415943341395131,0.07415943341395131,11.137445400826447,0.1610557852837884,"[-0.014586344475327959, 0.00029322808199962257]",8.7326,0.692,9.4454,-196.80967,122.84085,61.72723,0.4287486635753468,0.4287486635753468,0.14426708540297092,4.2955,-0.941875722312398,3.65621710144471,2017-11-05 09:55:25.500
45,2017-11-05 10:03:49.500,2017-11-05 10:04:52.500,1.05,0.15824,0.08637,14.0757,16.079945557414707,3.3281226508606965,2.749437769238595,199.6755327524674,1.482233,80.0,320.0,0.7544065067354887,-0.6330222215594893,0.17364817766693041,2.6880258120217564e-06,0.7267084786391841,0.7267084786391841,10.175196766666666,0.7451443205617065,"[-0.0003623408027003445, 0.0021809125729675806]",0.9721,0.9561,13.9727,-218.38815,143.2385,34.88595,0.9919711275520424,0.9919711275520424,0.9494960624420226,10.3535,-0.296984873790109,266.2785191018582,2017-11-05 10:04:39.000
